qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-11B74DB6EB,Product,PRD-C48BF25736,Medium,Current U.S. availability,Karl Storz 10372LL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-12F0AB60E5,Product,PRD-C4EB1DBADB,Medium,Production readiness verification,Novatech 03461FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-47B645A25C,Product,PRD-C649B4B9C5,Medium,Current U.S. availability,Karl Storz 10370L is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-F9009E44D3,Product,PRD-C64D0F8310,Medium,Current U.S. availability,Karl Storz 10381B is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C239502365,Product,PRD-C65DDE0FEC,Medium,Production readiness verification,Merit Medical 90129-207 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-B08A6794E7,Product,PRD-C6BE641E4E,Medium,Production readiness verification,Rocket Medical R54400-00-00 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C5C3693A4E,Product,PRD-C6E7ED547F,Medium,Production readiness verification,Novatech 02BRT30296 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4E2B7A1403,Product,PRD-C717487CFD,Medium,Current U.S. availability,Richard Wolf 8280.46 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B1FD2F1A02,Product,PRD-C737E93B1B,Medium,Current U.S. availability,Karl Storz 10455A is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-788DB61D2B,Product,PRD-C7B4627CB2,Medium,Production readiness verification,Novatech 04151FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-EAD117B337,Product,PRD-C7E66C10DC,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-331-16.060 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-1BD9A01207,Product,PRD-C88B1CD284,Medium,Production readiness verification,Olympus FG-232L is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-9EFCB612DC,Product,PRD-C9704EAA93,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-961-18.050 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-FA860EF0DB,Product,PRD-CA32599DA2,Medium,Current U.S. availability,Karl Storz 10337S is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-2DDE0ADC4C,Product,PRD-CB09A823A5,Medium,Current U.S. availability,Olympus BC-205D-2010 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-2807B88898,Product,PRD-CB102A8291,Medium,Current U.S. availability,Richard Wolf 163.905 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-DF3CBD185C,Product,PRD-CB1622624D,Medium,Current U.S. availability,Olympus BF-MP190F is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-E58212106F,Product,PRD-CB29EF7937,Medium,Production readiness verification,Novatech 09051S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-F9379A4D8D,Product,PRD-CB5FB20E4F,Medium,Current U.S. availability,Richard Wolf 8214.1261 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-FC59582285,Product,PRD-CB9242F78E,Medium,Current U.S. availability,Richard Wolf 8466.653 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-21956C6C06,Product,PRD-CBA9A6E9B4,Medium,Production readiness verification,Boston Scientific M00576650 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-B7172D5E21,Product,PRD-CC458478A5,Medium,Current U.S. availability,Olympus MAJ-1085 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4FD05E5DD6,Product,PRD-CC55BDA6C8,Medium,Production readiness verification,Merit Medical ASP-10 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-19A0AE11B1,Product,PRD-CC88761929,Medium,Current U.S. availability,Karl Storz 10383DD is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-5CCC7D2919,Product,PRD-CCDCC41B7E,Medium,Current U.S. availability,Karl Storz 30120NO is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C9228EA58D,Product,PRD-CD315440D5,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-962-18.060 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B88E01E603,Product,PRD-CE081B3A72,Medium,Current U.S. availability,Richard Wolf 8280.42 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-30E03D7783,Product,PRD-CE23D2A34E,Medium,Current U.S. availability,Richard Wolf 55253011 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-257FB16714,Product,PRD-CEFAA61748,Medium,Production readiness verification,Novatech 03921S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-41B8CE0D90,Product,PRD-CF1E28501A,Medium,Production readiness verification,Merit Medical ENDO-AN6012 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-8D5895C07E,Product,PRD-D07AD62770,Medium,Current U.S. availability,Karl Storz 10371KL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-BC532B80EE,Product,PRD-D09AAAFB72,Medium,Production readiness verification,Merit Medical AERO1015 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-AA200F74BD,Product,PRD-D0E745FF62,Medium,Current U.S. availability,Karl Storz 10316LR is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-1C06BEF043,Product,PRD-D14312CC6A,Medium,Current U.S. availability,Karl Storz 26072TK is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4925B8E30A,Product,PRD-D18E672989,Medium,Current U.S. availability,Richard Wolf 825211030 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-784F2271FA,Product,PRD-D1E3BFD9D3,Medium,Production readiness verification,Boston Scientific M00576490 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4A59EECA18,Product,PRD-D217637957,Medium,Current U.S. availability,Richard Wolf 82530.0602 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-334C28641E,Product,PRD-D273A067EA,Medium,Current U.S. availability,Karl Storz 10318C is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-A836A9F569,Product,PRD-D29CE0D10F,Medium,Production readiness verification,Micro-Tech Endoscopy TT81850 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-9B5BB07057,Product,PRD-D2F1921685,Medium,Current U.S. availability,Richard Wolf 8923.014 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-1B24A99D38,Product,PRD-D3E1DD19D2,Medium,Production readiness verification,Rocket Medical R54410-WB-DL is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-42BF2E824F,Product,PRD-D4228B0E6F,Medium,Production readiness verification,Olympus NA-401D-1521 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3C33B8F27B,Product,PRD-D49EB30A21,Medium,Production readiness verification,Olympus BW-16C is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-B380B5818E,Product,PRD-D58A0A54AA,Medium,Current U.S. availability,Richard Wolf 844202110 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-300DC49DAB,Product,PRD-D5A436E755,Medium,Production readiness verification,Micro-Tech Endoscopy TT81810 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-B1187F3B8D,Product,PRD-D5A6823E45,Medium,Production readiness verification,Olympus FG-226C is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4DD2D22465,Product,PRD-D5CBD6E254,Medium,Production readiness verification,Novatech 02BRD9107 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DC94CE8775,Product,PRD-D630438171,Medium,Production readiness verification,Olympus FG-214P is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-552B83B12B,Product,PRD-D630FEC072,Medium,Production readiness verification,Novatech 09031S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-72303FE340,Product,PRD-D736275364,Medium,Current U.S. availability,Richard Wolf 8465.30 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-3FCD4E7DE2,Product,PRD-D76BFAD4AA,Medium,Production readiness verification,Novatech 03961S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2ED5685295,Product,PRD-D771E6D06A,Medium,Production readiness verification,Olympus BW-400B is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A691D120B9,Product,PRD-D7A7620198,Medium,Current U.S. availability,Karl Storz 10478D is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-8D6259869E,Product,PRD-D81F566A09,Medium,Production readiness verification,Novatech 02BRD9103 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6D9AC72329,Product,PRD-D826F63F9A,Medium,Production readiness verification,Boston Scientific M00552351 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C78F6E7265,Product,PRD-D92BDB1551,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-974-16.040 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-3216C0C2D2,Product,PRD-D99A37C035,Medium,Current U.S. availability,Richard Wolf 8934.4434 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-6499BD951B,Product,PRD-DA69A8016A,Medium,Production readiness verification,Novatech 03081S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6F8253EA49,Product,PRD-DA836B059E,Medium,Production readiness verification,Merit Medical 90129-318 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-707EDD6BC7,Product,PRD-DAA7B0A0DF,Medium,Production readiness verification,Merit Medical ENDO-DI2030 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-604F2FBB9A,Product,PRD-DADAA6184C,Medium,Current U.S. availability,Karl Storz 10550 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4C7094EC02,Product,PRD-DB10C3EACC,Medium,Production readiness verification,Merit Medical AERO615 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-AFDC29EDC0,Product,PRD-DB7366704E,Medium,Current U.S. availability,Karl Storz 10367L is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-F0B8C54099,Product,PRD-DBCBF4AF27,Medium,Production readiness verification,Novatech 04141S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-AA7E2B02D2,Product,PRD-DC7E693F2A,Medium,Production readiness verification,Novatech 03661S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-E045A29FC5,Product,PRD-DCD7CC99AF,Medium,Current U.S. availability,Richard Wolf 825640546 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-78C6E6BC48,Product,PRD-DCD9FB53E5,Medium,Production readiness verification,Boston Scientific M00576450 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-659153ABFB,Product,PRD-DD8657352D,Medium,Production readiness verification,Olympus BW-15SH is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DF64C92222,Product,PRD-DE28F9BAFD,Medium,Current U.S. availability,Richard Wolf 8214.1441 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-5BE1835E0C,Product,PRD-DF1BEBD0C9,Medium,Production readiness verification,Olympus NA-201SX-4021 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A8F7D6C54D,Product,PRD-DF1D438D54,Medium,Production readiness verification,Boston Scientific M00552400 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-00C9F1997B,Product,PRD-DF239FD803,Medium,Current U.S. availability,Karl Storz 10366S is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-25DC95058B,Product,PRD-DF30B54282,Medium,Production readiness verification,Boston Scientific M00558250 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-E8DB577907,Product,PRD-DF5BFBB99D,Medium,Current U.S. availability,Olympus UM-S20-17S is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-62FC678BB7,Product,PRD-DF791E6D1F,Medium,Current U.S. availability,Karl Storz 10387A is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-6D923DCB30,Product,PRD-DF989CBDCB,Medium,Current U.S. availability,Karl Storz 10436 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-A866D49949,Product,PRD-DFBA1DB7E3,Medium,Current U.S. availability,Richard Wolf 8465.61 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-67D5ABCB2D,Product,PRD-DFDC63935D,Medium,Current U.S. availability,Richard Wolf 8296.51 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-A114DC3C7B,Product,PRD-DFFE75EB48,Medium,Current U.S. availability,Richard Wolf 8906.011 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-33796E97B6,Product,PRD-E00759020E,Medium,Production readiness verification,Novatech 91011S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4752218632,Product,PRD-E02F46CDAD,Medium,Current U.S. availability,Karl Storz 10352U is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-E7648AC127,Product,PRD-E0331EA66D,Medium,Production readiness verification,Novatech 02BRD9154 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7955AC2543,Product,PRD-E03ACFD7C6,Medium,Production readiness verification,Novatech 03161S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7F8D1BBA27,Product,PRD-E04326B8E4,Medium,Production readiness verification,Olympus EU-ME2 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-310E7FFEC1,Product,PRD-E04E24D3CD,Medium,Production readiness verification,Novatech 03721S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3B9C1E3CE8,Product,PRD-E05104FF37,Medium,Production readiness verification,Novatech 02BRD9104 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3E2B90B738,Product,PRD-E07985974F,Medium,Production readiness verification,Novatech 03591S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-61E5FC57C3,Product,PRD-E09A4CA6E0,Medium,Current U.S. availability,Karl Storz 10380C is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-FC69E0745A,Product,PRD-E0A45CB3A7,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-332-14.050 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-9BD71D0DD9,Product,PRD-E13F890A8D,Medium,Production readiness verification,Novatech 03141S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DBDAB5EA67,Product,PRD-E1B889E869,Medium,Production readiness verification,Merit Medical P10L30 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-26294CAD54,Product,PRD-E1E020F3BF,Medium,Production readiness verification,Olympus BW-15B is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5D17630BF5,Product,PRD-E2EB4E573F,Medium,Production readiness verification,Olympus K-402 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-448817BF04,Product,PRD-E353F2E250,Medium,Current U.S. availability,Richard Wolf 163.903 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C6F2CA1A33,Product,PRD-E37704D087,Medium,Production readiness verification,Novatech 6522 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-B69170D278,Product,PRD-E393622AEC,Medium,Production readiness verification,Olympus NA-201SX-4022-B is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3E41C6CA7C,Product,PRD-E4277B23A8,Medium,Current U.S. availability,Richard Wolf 8214.0941 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-E3934268CB,Product,PRD-E46E521D1C,Medium,Production readiness verification,Merit Medical P8L20 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-38A93849CA,Product,PRD-E4B27EE86A,Medium,Current U.S. availability,Karl Storz 10383BL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4786E63BC7,Product,PRD-E56FC05269,Medium,Current U.S. availability,Karl Storz 10350U is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-ADF62C077F,Product,PRD-E6A1370266,Medium,Current U.S. availability,Karl Storz 10318BP is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-97B2FC1C3F,Product,PRD-E6B6E0ACC5,Medium,Current U.S. availability,Richard Wolf 8256.99 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-70F2502EEC,Product,PRD-E6ED309802,Medium,Production readiness verification,Boston Scientific M00552401 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-CB13A1818F,Product,PRD-E7724A6977,Medium,Production readiness verification,Olympus BC-202D-2010 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3AEF1FBE66,Product,PRD-E7FAE36160,Medium,Production readiness verification,Olympus FB-231D.A is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7F5C6E64B3,Product,PRD-E803315936,Medium,Production readiness verification,Boston Scientific M00564101 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-129346D8CC,Product,PRD-E91BAEC04F,Medium,Production readiness verification,Novatech 03381FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BE5379E8BB,Product,PRD-E9AD59995F,Medium,Production readiness verification,Novatech 93011S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-47F484AB5A,Product,PRD-EA133128FD,Medium,Production readiness verification,Novatech 02BRT10402 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-89981FE4D8,Product,PRD-EA1D57AC9A,Medium,Production readiness verification,Olympus SYS-5100 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-653ACAE9D9,Product,PRD-EAED780757,Medium,Current U.S. availability,Karl Storz 30120NL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-39A576D8A1,Product,PRD-EB01698273,Medium,Current U.S. availability,Karl Storz 10352KF is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-6372B189EA,Product,PRD-EB0DE6C03A,Medium,Production readiness verification,Boston Scientific M00576570 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-900DBF7FFC,Product,PRD-EB1A3E8F85,Medium,Production readiness verification,Olympus MAJ-1414 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
